epoch,loss,accuracy
1,0.16461333632469177,0.9571499824523926
2,0.04987352713942528,0.9853833317756653
3,0.03671015799045563,0.989216685295105
4,0.03016182780265808,0.9913666844367981
5,0.02468651905655861,0.9926999807357788
6,0.022229250520467758,0.9928833246231079
7,0.018846463412046432,0.9939833283424377
8,0.017270956188440323,0.9944000244140625
9,0.014259614050388336,0.9957166910171509
10,0.014435424469411373,0.9955666661262512
11,0.013906912878155708,0.9956499934196472
12,0.012043043971061707,0.9963499903678894
13,0.011240814812481403,0.9965999722480774
14,0.011406299658119678,0.996483325958252
15,0.008802914060652256,0.9972333312034607
16,0.009030910208821297,0.9971166849136353
17,0.009489677846431732,0.9967833161354065
18,0.008556696586310863,0.9972833395004272
19,0.00846564956009388,0.9970999956130981
20,0.00693457992747426,0.9978333115577698
21,0.0070180101320147514,0.9979000091552734
22,0.007139303255826235,0.9977333545684814
23,0.008147400803864002,0.9972166419029236
24,0.007242356427013874,0.9976500272750854
25,0.006110361311584711,0.9982500076293945
26,0.006477461662143469,0.9978333115577698
27,0.005926835350692272,0.9982333183288574
28,0.007565157487988472,0.9973666667938232
29,0.005376798566430807,0.99836665391922
30,0.0054017892107367516,0.9982333183288574
