epoch,loss,accuracy
1,0.25755178928375244,0.9283999800682068
2,0.08286277949810028,0.9752333164215088
3,0.06150044873356819,0.9822999835014343
4,0.05040740221738815,0.9848833084106445
5,0.04341494292020798,0.9871166944503784
6,0.0375635027885437,0.9887999892234802
7,0.03235822916030884,0.9899666905403137
8,0.03037182241678238,0.9906333088874817
9,0.02735358104109764,0.9918000102043152
10,0.02538120746612549,0.9918666481971741
11,0.02380090393126011,0.9925500154495239
12,0.021034272387623787,0.9929333329200745
13,0.019975978881120682,0.9935666918754578
14,0.019670946523547173,0.9936333298683167
15,0.01782575622200966,0.9942666888237
16,0.016732050105929375,0.9948333501815796
17,0.015890687704086304,0.9950666427612305
18,0.016195977106690407,0.9943833351135254
19,0.014141357503831387,0.9954000115394592
20,0.01396201178431511,0.9954500198364258
21,0.01269459817558527,0.9958500266075134
22,0.01305702980607748,0.9958500266075134
23,0.01340162567794323,0.9955499768257141
24,0.01153324730694294,0.9959166646003723
25,0.010584493167698383,0.9965999722480774
26,0.010387890040874481,0.9966333508491516
27,0.010089048184454441,0.9965333342552185
28,0.009747684933245182,0.9965000152587891
29,0.009914856404066086,0.9968666434288025
30,0.009771589189767838,0.9969499707221985
